"Ulasan","Tanggal_Ulasan","Label","lokasi"
"kurang terawat, fasilitas minim. jarak toilet dengan venue lumayan jauh.","4 tahun lalu","Negatif","air terjun toroan"
"Tidak seperti awal opening...
Dan sampah berserakan","4 tahun lalu","Negatif","air terjun toroan"
"belum dikelola dengan baik","2 tahun lalu","Negatif","air terjun toroan"
"Biasa aja..dilarang nyemplung berenang","3 tahun lalu","Negatif","air terjun toroan"
"Penasarannn... Gak pernah nyampek kesana, waktu sampai disana mengecewakan","2 tahun lalu","Negatif","air terjun toroan"
" dialiran air terjun masih banyak sampah sampah plastik yang berserakan,","2 tahun lalu","Negatif","air terjun toroan"
"07 november 2020
Unik jg air terjun di pinggir laut
Saran saya kalau ingin lihat airnya bagus jernih berkunjung kesini pas musim …","3 tahun lalu","Netral","air terjun toroan"
"Pulau Madura ternyata mempunyai obyek wisata air terjun juga, sy pikir Madura hanya mempunyai obyek wisata bukit kapur dan pantai saja. Ternyata Madura mempunyai obyek wisata yang menakjubkan salah satunya adalah air terjun Toroan. …","2 tahun lalu","Negatif","air terjun toroan"
"Pemandangan yg indah, adem pula suasanyanya meskipun pinggir laut. Cuman air terjunya hanya ada ketika musim hujan","9 bulan lalu","Negatif","air terjun toroan"
" Sayang sekali masih banyak sampah yang terbawa aliran. …","2 tahun lalu","Negatif","air terjun toroan"
"Tempat yg bagus..
Air terjun alami..
Suasana adem.. …","3 tahun lalu","Positif","air terjun toroan"
"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp …","4 tahun lalu","Negatif","air terjun toroan"
"Mantap viewnya bagus banget, terlihat masih asri dan air terjunnya langsung ke pantai","setahun lalu","Positif","air terjun toroan"
"Tempat yang satu ini tergolong unik dan menarik buat dikunjungi, karena air terjunnya langsung tumpah dan menyatu dengan laut. Aliran air terjunnya berasal dari hulu sungai yang berada diatas air terjun.","setahun lalu","Positif","air terjun toroan"
"Dari Sumenep ke air terjun yang berada di utara ini benar2 butuh perjuangan. Melewati hutan2 sepi dan perbukitan serta jalannya banyak lubang. ","4 tahun lalu","Negatif","air terjun toroan"
"Spot lokasi wisata yang wajib kita kunjung ketika berkunjung ke pulau Madura","3 bulan lalu","Positif","air terjun toroan"
"Tempatnya bagus tolong di tambahkan tempat buat spot spot foto selain air terjunnya dan taman main untuk anak bisa di rekomendasi kan.","3 tahun lalu","Negatif","air terjun toroan"
"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. …","3 bulan lalu","Negatif","air terjun toroan"
"Patut dicoba, masih sangat alami, sebelum masuk infokan ke petugas airnya ada, krn kalau musin kemarau suka kecil debit air terjunnya","setahun lalu","Positif","air terjun toroan"
" tempat parkir disini  panas tidak ada tempat teduh..","4 bulan lalu","Negatif","air terjun toroan"
"Nice view. Tp ga sanggup naek turun tangganya sih.
Blm diexplore banget jg soalnya. Letaknya juga di jalur utara madura yg masih baru banget.
Masih sepi tempatnya.","2 tahun lalu","Negatif","air terjun toroan"
"Tempatnya bagus bgt, senang kalau liburan ketempat4 kaya gini. Bikin happy, dan air terjun nya bagus bgt","4 tahun lalu","Negatif","air terjun toroan"
"tempat kotor banget","3 tahun lalu","Negatif","air terjun toroan"
"Keren banget sih, saya kesini waktu sore jadi hasil fotonya keren. Masuk cuma bayar parkir aja kok. Buat ke air terjunnya juga dekat, turun sedikit aja dari parkiran. Di dekat parkiran juga terdapat penjual makanan dan minuman lesehan yang langsung view ke arah pantainya","4 bulan lalu","Netral","air terjun toroan"
"Bagus namun belum bersih pantainya, kalau saja dirawat dan dibersihkan akan sangat amat indah","2 tahun lalu","Negatif","air terjun toroan"
"Kesana pas airnya deres banget. Tapi keren, bagus pemandangannya","setahun lalu","Positif","air terjun toroan"
"Tempat nya baguss,  pantai yang ada air terjun nya..  Untuk biaya masuk 5.000 perorang dan parkir motor hanya 5.000. Kesana paling enak pagi pas air surut jadi bisa foto di spot² yang bagus..","3 bulan lalu","Positif","air terjun toroan"
"Tempat sngat strategis, tepat di sebelah jalan raya, pemandangan sangat bagus, apalagi ketika pagi dan sore, ditambah dengan desain cafe yg sangat cantik serta dinding tangga yang cerah2","setahun lalu","Positif","air terjun toroan"
"Pemandangan cukup bagus kebersihan lumayan bagus Smg LBH ditingkatkan lagi dg fasilitas yg bagus bisa bersaing dg wisata lainnya","4 tahun lalu","Positif","air terjun toroan"
"dipingir banyak sampah...kalau bisa pengurus mungut biaya masuk, tiap hari bersihkan sampahnya☺","setahun lalu","Negatif","air terjun toroan"
"Wisata asik... sederhana.. bagus buat selfi dan foto...harga tiket masuk cuman 3000","2 tahun lalu","Negatif","air terjun toroan"
"Air terjunnya keren airnya langsung jatuh pinggir pantai, pantai lumayan bersih, akses gratis cuma bayar parkir aja untuk motor 5rb, ada tempat makan juga.","3 tahun lalu","Positif","air terjun toroan"
"Sangat menarik hati pemandangannya dan bikin liburan bersama keluarga semakin berkesan","3 tahun lalu","Positif","air terjun toroan"
"Air terjunnya dekat pinggir laut.pemandangannya indah danbagus banget rekomend banget","4 tahun lalu","Positif","air terjun toroan"
"Tempatnya bagus bnget.... alternatif liburan sekolah, bersama keluarga","3 tahun lalu","Positif","air terjun toroan"
"Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa 💙💙 …","4 tahun lalu","Negatif","air terjun toroan"
"Pantai bagus,ada tempat makan,ada air terjun menuju laut","3 tahun lalu","Positif","air terjun toroan"
"Tempatnya sudah berkembang, akan tetapi untuk masalah kebersihan di bebatuannya harap dijaga lebih baik lagi","4 tahun lalu","Negatif","air terjun toroan"
"Bagus banget cocok banget buat spot foto, buat nyantai sambil liat laut jg bisa","3 tahun lalu","Positif","air terjun toroan"
"Woow Bagus Indah Air Terjun Pemandangan Nya Pun Sangat Asri Sejuk","3 tahun lalu","Positif","air terjun toroan"
"Viewnya bagus, tempatnya jg nyaman buat family time. Makanannya jg enaak","9 bulan lalu","Positif","air terjun toroan"
"Viewnya asyiik...
Air terjun tp langsung laut
Kebanyakan air terjun di gunung naah ini di laut …","4 tahun lalu","Positif","air terjun toroan"
"Sangat unik mungkin satu-satunya di Nusantara air terjun langsung ke laut. Mirip yang saya lihat di Jeju Korea Selatan","3 tahun lalu","Positif","air terjun toroan"
"area parkir cukup, air bersih, fasilitas cukup memadai..","4 bulan lalu","Positif","air terjun toroan"
"Air terjun kecil tetapi cukup indah. Lokasi tepat di jalur pantura bangkalan - sumenep","4 tahun lalu","Negatif","air terjun toroan"
"Lumayan bagus lokasi wisatanya..","4 tahun lalu","Positif","air terjun toroan"
"Pemandangan indah, ada warung makan dengan andalan sea food yang maknyus","4 tahun lalu","Negatif","air terjun toroan"
"Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini","4 tahun lalu","Netral","air terjun toroan"
"Tempat ini salah satu andalan destinasi wisata yang ada di Kab. Sampang. Pemandangannya sangat unik ditengah laut kita bisa sekaligus melihat air terjun dari sungai yang ada di Kec. Sakobanah","2 tahun lalu","Netral","air terjun toroan"
"Pemandang cukup bagus dan akses mudah karna berada di tepi jalan","sebulan lalu","Positif","air terjun toroan"
"Tempat yg nyaman buat menikmati sunset","setahun lalu","Positif","air terjun toroan"
"Cocok sebagai tempat refreshing, piknik, atau tour bersama keluarga.","3 tahun lalu","Positif","air terjun toroan"
"Air terjun muara sungai yg  cukup curam ,","4 tahun lalu","Negatif","air terjun toroan"
"Pas kesini aliran air terjunnya deres banget, mungkin karena lagi musim hujan 😀 …","2 tahun lalu","Netral","air terjun toroan"
"air terjun yg cantik. kita bisa menikmati sunset di dekat air terjun","4 tahun lalu","Negatif","air terjun toroan"
"Tempatnya bagus gaes y, apalagi klo lgi bukan musim penghujan,,, klo lgi musim hujan airnya coklat gk bening gaesss...","2 tahun lalu","Positif","air terjun toroan"
"Indahnya luar biasa dan sangat istimewa dari air terjunnya","4 tahun lalu","Negatif","air terjun toroan"
"Tempat makan ikan bakar yang enak di pinggir jalan dan menghadap ke pantai","4 tahun lalu","Positif","air terjun toroan"
"View air terjun oke, Akses dekat dengan jalan utama, fasilitas cukup oke..","setahun lalu","Positif","air terjun toroan"
"Tempatnya indah.. Masih cukup bersih.. Tempat yg tepat utk menikmati sunset di pulau madura..","2 tahun lalu","Positif","air terjun toroan"
"Tempat rekreasi yang bagus untuk berlibur bersama keluarga","3 tahun lalu","Negatif","air terjun toroan"
"Sekarang parkir sudah luas...
Kalau kesini mending sore...senja sore sungguh pemandangan nya","5 bulan lalu","Positif","air terjun toroan"
"Lokasi.x dipinggir jalan jd gampang dicarinya.
Bs jd tempat singgah bentar menikmati suasana air terjun yang jatuh ditepi pantai.","3 tahun lalu","Negatif","air terjun toroan"
"Pemandangan alam bagus dan murah meriah,pas bnget bagi anda yg lg liburan di madura","4 tahun lalu","Negatif","air terjun toroan"
"Karena habis hujan jadi airnya keruh","3 tahun lalu","Negatif","air terjun toroan"
"pemandangan yang sangat indah, cocok juga untuk orang orang luar kota yang berlibur di air terjun ini, Dan biayanya cukup murah.","setahun lalu","Negatif","air terjun toroan"
"Tempat parkir luas. Air terjun alami","2 tahun lalu","Negatif","air terjun toroan"
"Tempatnya bagus sekali,Sangat menarik untuk dikunjungi wisatawan","2 tahun lalu","Positif","air terjun toroan"
"Air Terjun Yg Bagus, Banyak Spot Foto Yg Keren'","2 tahun lalu","Positif","air terjun toroan"
"Tempatnya cukup bagus dan ada cafee dan toilet..","setahun lalu","Positif","air terjun toroan"
"Air Terjun yg indah...lgs ke laut...lengkap dgn fasilitas Rumah Makan Lesehan...","setahun lalu","Positif","air terjun toroan"
"Bagus bener air terjunnya","setahun lalu","Negatif","air terjun toroan"
"Wisatanya Bagus... Tapi kalau kulinernya pelayanan agak kurang memuaskan, pelanggan terlalu lama di buat menunggu....","2 tahun lalu","Negatif","air terjun toroan"
"Air terjun toroan. Semakin berbenah. Fasilitas semakin lengkap","4 tahun lalu","Positif","air terjun toroan"
"Potensial untuk dikembangkan, eksotik kpd pengelola tingkatkan kebersihan","4 tahun lalu","Netral","air terjun toroan"
"akses disini bisa dibilang masih kurang. Papan lokasi juga kurang memadai, jadi beberapa kali harus tanya-tanya ke warga sekitar. Jalur masuk cukup ""nyelempit"" …","3 tahun lalu","Negatif","air terjun toroan"
"Pemandangannya bagus dan udaranya seger","4 tahun lalu","Negatif","air terjun toroan"
"Pengambilan Foto
Dari Wisata Air Terjun Toroan🇮🇩 …","4 tahun lalu","Netral","air terjun toroan"
"Pemandangan bagus
Tempat nyaman","4 tahun lalu","Positif","air terjun toroan"
"Air terjun dan tempat wisata yang sangat indah yang ada di pulau Madura bagian utara.
Meskipun tempatnya tidak besar tapi cukup untuk menarik wisatawan untuk berfoto …","2 tahun lalu","Positif","air terjun toroan"
"Tempat bagus buat spot foto2 pinggir laut, ada air terjun. Bersih dan dilengkapi dengan tempat makan. Karcis juga murah cuma 5k.","3 tahun lalu","Positif","air terjun toroan"
"Air terjunnya bagus, langsung turun ke laut, pemandangannya jadi double yaitu air terjun dan laut, kita juga bisa naik sehingga bisa berada di atas air terjunnya. tempat parkirnya jg luas jd gak perlu khawatir jika kesana menggunakan mobil","4 tahun lalu","Positif","air terjun toroan"
"tempatnya bagus...cocok untuk wisata keluarga","3 tahun lalu","Negatif","air terjun toroan"
"Salah satu keunikannya adalah air terjun yang langsung mengalir ke laut sehingga keindahannya sangat memanjakan mata. salah satu tempat wisata unit andalan kabupaten sampang madura, jarang ditemui di tempat lain","3 tahun lalu","Positif","air terjun toroan"
"perjalanannya aja yang agak melelahkan","3 tahun lalu","Negatif","air terjun toroan"
"Sangat indah, dan cocok banget bagi para wisatawan yang ingin memanjakan mata untuk melihat pemandangan yang sangat indah, karena air terjunnya beda bukan di pegunungan tapi di tepi pantai.","2 tahun lalu","Positif","air terjun toroan"
"Berdasarkan hasil wawancara kepada warga sekitar, Air Terjun Toroan menyimpan kisah tentang suami istri yang sama sakti antara Sayyid Abdullah dan Siti Marwah yang kini menjadi Buju' Panyeppen (sang istri) dan Makam Tinggi (sang suami). …","setahun lalu","Positif","air terjun toroan"
"Sungguh indah cinptaan MU Ya Allah","9 bulan lalu","Negatif","air terjun toroan"
"Tempat wisata yang indah dan bagus","setahun lalu","Positif","air terjun toroan"
"Sunset nya yang menawan sangat dinantikan, lokasinya yang dekat dengan jalan raya memudahkan kita untuk menjangkaunya. Kurang lebih 50km dari jembatan Suramadu, jadi persiapan perbekalan dan fisik karena perjalanan yang cukup lama. Waktu …","setahun lalu","Positif","air terjun toroan"
"Pemandangan pantai yang berpadu dengan air terjun...","4 bulan lalu","Positif","air terjun toroan"
"Pemandangannya bagus, cocok buat spot foto","4 bulan lalu","Positif","air terjun toroan"
"Karen, Air Terjun langsung nyatu dengan  Laut.","4 tahun lalu","Positif","air terjun toroan"
"Wisata Ait Terjun Toroan Yang Keren di Madura","4 tahun lalu","Positif","air terjun toroan"
"PENGELOLA TEMPAT WISATA NYA RAMAH. NYAMAN DAN SEJUK.","setahun lalu","Positif","air terjun toroan"
"bagus banget banget ,pengen kesini lagi","4 tahun lalu","Positif","air terjun toroan"
"Satu satu air terjun yang ada di sampang madura bagian udara, air terjun ini langsung bermuara ke laut sebut saja laut jawa. Tinggi air terjun ini mungkin sekitar 5-7 meter diatas permukaan air laut. Airny terlihat biru kehijauan tetapi …","2 tahun lalu","Positif","air terjun toroan"
"Air Terjun Toroan di pinggir laut utara Pulau Madura dekat kota kecil Ketapang Kabupaten Sampang. …","setahun lalu","Positif","air terjun toroan"
"Berada di jalur utara pulau madura. Air terjun ini terbentuk dari saluran irigasi sawah warga, jadi tidak di sarankan untuk bermain air di bawah air terjun.Waktu paling baik untuk ke air terjun ini adalah menjelang matahari terbenam karena …","4 tahun lalu","Positif","air terjun toroan"
"Tempat yang bagus dan indah","3 tahun lalu","Positif","air terjun toroan"
"Wisata air terjun yg jatohnya lngsung ke pantai.. Jdi kita bisa dpet 2 wisata sekaligus. Waterfall dan pantai.. Parkir mobil 10 rbu.. Tanpa karcis masuk.. Inget tanpa krcis masuk..","setahun lalu","Positif","air terjun toroan"
"baguuss bangett asliiik ky poto kalender kalo pake background air terjun inii, air terjun di samping lautt, masuknya gratis ada tempat makan, ada bbrp spot foto","4 tahun lalu","Positif","air terjun toroan"
"Air terjun toroan adalan wisata alam Madura yg sangat bagus, namun masih sangat memerlukan sentuhan tangan pofesional dan investor utk pengembangannya yg lebih bagus lagi.","3 tahun lalu","Negatif","air terjun toroan"
"Bagus buat selfi alami dgn latar airterjun yg keren. Jangan berenang krn dalam sekali","2 tahun lalu","Negatif","air terjun toroan"
"Tempat yg cocok untuk liburan keluarga","2 tahun lalu","Positif","air terjun toroan"
"Tempat nyaman buat wisata keluarga","setahun lalu","Negatif","air terjun toroan"
"Tempat nya indah dan cocok untuk santai selain air terjun juga berada di tepi pantai tempat ini sangat inda saat menjelang sore karna tempat ini berada di selatan pantai saat sore matahari persis berada di sebelah barat","6 bulan lalu","Positif","air terjun toroan"
"View nya indah menawan ...
Sayang kurang perawatan .....
Berharap kedepannya air terjun Toroan ini dirawat dengan baik,oleh pemkab maupun  swasta asli daerah.","6 bulan lalu","Positif","air terjun toroan"
"Bagus si tp harus lbh d tingkatkan lagi","4 tahun lalu","Negatif","air terjun toroan"
"Tempat nya bagus ,keren","4 tahun lalu","Positif","air terjun toroan"
"Tempatnya asyik, alami, akses masuk mudah karena hanya dipinggir jalan...tapi tlg hati-hati untuk yg membawa lansia krn naik turun tangga...kulinernya juga mantab...","3 tahun lalu","Positif","air terjun toroan"
"Terpantau masih seperti dulu, gak ada perubahan, masih kotor","setahun lalu","Negatif","air terjun toroan"
"wisata air terjun yang letaknya di samping jl. Ketapang-Sampang","4 tahun lalu","Netral","air terjun toroan"
"Mantabbb tempatnya keren....","11 bulan lalu","Negatif","air terjun toroan"
"Masukkan dalam daftar kunjungan anda bila ke Madura. Sangat jarang ada air terjun langsung ke laut. bagus sekali di nikmati waktu sore hari sambil menikmati matahari tenggelam. Put it your visiting list when you in Madura. It's very rare …","2 tahun lalu","Negatif","air terjun toroan"
